seed,対象,チェック,特殊能力,カテゴリ,player_type
202607104511,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさC、テンポ○、ノビC、ボール先行、一発、乱調、力配分、回復D、対ピンチD、対左打者E、打たれ強さC、送球D,助っ人外国人用,スタミナ型
202607104526,投手,一発・軽い球と球速・総変化量,クイックF、ケガしにくさD、ノビE、回復C、対ピンチE、対左打者D、打たれ強さD、軽い球、送球D,助っ人外国人用,本格派
202607104530,投手,四球・抜け球・乱調と低コントロール,クイックG、ケガしにくさC、ストライク先行、ノビD、回復F、対ピンチC、対左打者E、打たれ強さE、抜け球、送球C,助っ人外国人用,技巧派
202607104543,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビE、一発、回復C、対ピンチD、対左打者E、打たれ強さC、投手調子極端、投球位置左、真っスラ、短気、立ち上がり○、送球D,助っ人外国人用,変化球派
202607104549,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさE、ノビE、回復F、対ピンチB、対左打者D、打たれ強さD、投打躍動、根性、真っスラ、軽い球、送球E,助っ人外国人用,技巧派
202607104551,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビF、乱調、回復D、寸前、対ピンチE、対左打者C、打たれ強さD、短気、送球E,助っ人外国人用,速球派
202607104574,投手,四球・抜け球・乱調と低コントロール,クイックB、ケガしにくさD、スロースターター、ノビG、ボール先行、乱調、回復D、対ピンチE、対左打者D、打たれ強さD、抜け球、緊急登板○、送球D、逃げ球,助っ人外国人用,本格派
202607104576,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、ノビB、リリース○、四球、回復E、対ピンチD、対左打者E、打たれ強さD、短気、送球E,助っ人外国人用,速球派
202607104579,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビC、回復D、対ピンチD、対左打者C、打たれ強さG、打球反応○、投手調子安定、抜け球、要所○、送球E,助っ人外国人用,速球派
202607104590,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビD、リリース○、回復B、対ピンチD、対左打者D、打たれ強さF、抜け球、根性、立ち上がり○、送球D、逃げ球,助っ人外国人用,スタミナ型
202607104592,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさF、ジャイロボール、ストライク先行、ノビD、回復D、変化球中心、対ピンチG、対左打者D、打たれ強さD、抜け球、送球D,助っ人外国人用,本格派
202607104598,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさC、ノビD、乱調、回復E、対ピンチC、対左打者B、打たれ強さD、火消し、送球C,助っ人外国人用,本格派
202607104606,投手,四球・抜け球・乱調と低コントロール,キレ○、クイックD、ケガしにくさD、ノビD、リリース○、回復D、国際大会○、対ピンチC、対左打者B、打たれ強さE、抜け球、送球D,助っ人外国人用,技巧派
202607104622,投手,一発・軽い球と球速・総変化量,キレ○、クイックD、ケガしにくさE、ノビG、回復C、対ピンチE、対左打者C、打たれ強さC、軽い球、送球D,助っ人外国人用,本格派
202607104623,投手,四球・抜け球・乱調と低コントロール,クイックG、ケガしにくさE、ノビF、四球、回復D、対ピンチD、対左打者D、尻上がり、打たれ強さD、牽制○、短気、送球C、逃げ球,助っ人外国人用,速球派
202607104636,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビD、内角攻め、四球、回復F、対ピンチF、対左打者D、打たれ強さF、送球D,助っ人外国人用,変化球派
202607104639,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさF、ノビC、回復E、対ピンチE、対ランナー×、対左打者F、打たれ強さD、打球反応○、軽い球、送球F,助っ人外国人用,変化球派
202607104642,投手,四球・抜け球・乱調と低コントロール,キレ○、クイックD、ケガしにくさE、ノビD、四球、回復D、対ピンチC、対左打者D、打たれ強さD、送球D,助っ人外国人用,本格派
202607104643,投手,四球・抜け球・乱調と低コントロール,クイックF、ケガしにくさC、ノビB、ボール先行、乱調、全開、回復D、対ピンチD、対左打者E、打たれ強さE、火消し、送球D,助っ人外国人用,速球派
202607104657,投手,四球・抜け球・乱調と低コントロール,クイックF、ケガしにくさD、ノビD、ボール先行、勝ち運、四球、回復D、変化球中心、対ピンチD、対左打者C、打たれ強さD、抜け球、短気、立ち上がり○、送球E,助っ人外国人用,本格派
202607104663,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ナチュラルシュート、ノビE、一発、回復D、対ピンチD、対左打者D、打たれ強さD、送球D、重い球,助っ人外国人用,本格派
202607104666,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビD、勝ち運、四球、回復E、対ピンチF、対左打者D、打たれ強さE、投手調子安定、短気、送球C,助っ人外国人用,スタミナ型
202607104669,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビA、四球、回復E、対ピンチD、対左打者E、打たれ強さD、抜け球、真っスラ、短気、送球D,助っ人外国人用,速球派
202607104674,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさD、ノビD、ポーカーフェイス、一発、回復G、対ピンチF、対ランナー、対左打者D、打たれ強さD、送球D,助っ人外国人用,本格派
202607104677,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさC、ノビE、回復E、安全圏○、対ピンチD、対左打者G、打たれ強さD、投手調子安定、緊急登板○、軽い球、送球D,助っ人外国人用,本格派
202607104678,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ナチュラルシュート、ノビC、一発、乱調、回復D、対ピンチE、対左打者D、打たれ強さD、送球D、闘志,助っ人外国人用,スタミナ型
202607104683,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、スロースターター、ノビD、乱調、四球、回復D、安全圏○、対ピンチB、対左打者E、打たれ強さB、牽制○、緊急登板○、送球E、闘志,助っ人外国人用,スタミナ型
202607104691,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビC、回復C、対ピンチD、対ランナー、対左打者A、打たれ強さD、打球反応○、抜け球、荒れ球、送球D,助っ人外国人用,スタミナ型
202607104694,投手,一発・軽い球と球速・総変化量,クイックG、ケガしにくさG、ノビC、回復F、対ピンチE、対左打者C、打たれ強さC、緊急登板○、軽い球、送球D、速球中心、闘志,助っ人外国人用,技巧派
202607104707,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビE、四球、回復E、対ピンチE、対左打者E、打たれ強さB、打球反応○、投球位置右、緩急○、負け運、送球D,助っ人外国人用,変化球派
202607104713,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさF、ノビD、回復D、変化球中心、対ピンチD、対左打者E、打たれ強さC、牽制○、軽い球、送球D,助っ人外国人用,本格派
202607104716,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさE、ノビD、ボール先行、回復F、変化球中心、対ピンチD、対左打者E、打たれ強さF、投手調子安定、牽制○、軽い球、送球B,助っ人外国人用,変化球派
202607104718,投手,四球・抜け球・乱調と低コントロール,クイックF、ケガしにくさD、スロースターター、テンポ○、ノビE、乱調、内角攻め、四球、回復D、対ピンチC、対左打者C、打たれ強さE、牽制○、送球B,助っ人外国人用,技巧派
202607104735,投手,一発・軽い球と球速・総変化量,クイックB、ケガしにくさF、ノビC、一発、回復E、変化球中心、安全圏○、対ピンチD、対ランナー×、対左打者D、打たれ強さG、送球D,助っ人外国人用,変化球派
202607104739,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、ノビD、乱調、内角攻め、回復D、対ピンチC、対ランナー、対左打者B、打たれ強さC、送球C,助っ人外国人用,技巧派
202607104741,投手,先発用特殊能力と先発適正,クイックE、ケガしにくさD、ノビG、回復D、対ピンチD、対左打者D、尻上がり、打たれ強さD、打球反応○、根性、球速安定、送球D,助っ人外国人用,本格派
202607104746,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビC、四球、回復F、対ピンチC、対左打者D、打たれ強さE、牽制○、要所○、送球D、速球中心,助っ人外国人用,速球派
202607104750,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさE、ノビD、一発、回復C、対ピンチE、対左打者C、打たれ強さD、球速安定、送球D,助っ人外国人用,本格派
202607104751,投手,一発・軽い球と球速・総変化量,クイックA、ケガしにくさD、ノビD、回復F、対ピンチD、対左打者D、打たれ強さD、緊急登板○、軽い球、送球D,助っ人外国人用,本格派
202607104752,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさC、ノビB、一発、回復D、安全圏○、対ピンチB、対左打者C、打たれ強さD、打球反応○、牽制○、球持ち○、送球D,助っ人外国人用,技巧派
202607104759,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビE、ボール先行、乱調、回復D、対ピンチC、対ランナー×、対左打者C、打たれ強さD、送球D,助っ人外国人用,本格派
202607104760,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさE、テンポ○、ノビD、一発、回復C、対ピンチD、対左打者C、打たれ強さD、送球A、速球中心,助っ人外国人用,速球派
202607104762,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさB、テンポ○、ノビD、乱調、回復F、変化球中心、対ピンチD、対左打者D、打たれ強さE、送球D,助っ人外国人用,本格派
202607104772,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビD、一発、回復D、対ピンチD、対左打者E、打たれ強さD、牽制○、球持ち○、軽い球、送球E,助っ人外国人用,変化球派
202607104790,投手,四球・抜け球・乱調と低コントロール,クイックF、ケガしにくさD、ノビD、回復C、対ピンチB、対ランナー、対左打者D、打たれ強さD、抜け球、立ち上がり○、送球D,助っ人外国人用,変化球派
202607104792,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビF、低め○、四球、回復D、安全圏○、対ピンチD、対左打者C、打たれ強さB、送球E,助っ人外国人用,技巧派
202607104811,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、ストライク先行、ナチュラルシュート、ノビD、乱調、回復F、対ピンチC、対左打者D、打たれ強さD、火消し、要所○、送球A,助っ人外国人用,スタミナ型
202607104820,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビB、回復D、対ピンチD、対左打者F、打たれ強さA、短気、立ち上がり○、軽い球、送球E,助っ人外国人用,速球派
202607104828,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさC、ノビD、四球、回復D、国際大会○、対ピンチD、対左打者F、打たれ強さF、送球D,助っ人外国人用,変化球派
202607104829,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、ノビD、乱調、回復D、対ピンチC、対左打者C、打たれ強さD、送球D,助っ人外国人用,技巧派
202607104835,投手,キレ系と変化球,キレ○、クイックC、ケガしにくさA、ノビB、回復D、対ピンチB、対左打者E、尻上がり、打たれ強さC、真っスラ、送球G,助っ人外国人用,変化球派
202607104839,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビC、回復D、対ピンチC、対左打者D、打たれ強さC、軽い球、送球D,助っ人外国人用,スタミナ型
202607104859,投手,一発・軽い球と球速・総変化量,クイックC、ケガしにくさB、ノビD、一発、乱調、回復B、安全圏○、対ピンチD、対左打者E、打たれ強さC、送球F,助っ人外国人用,変化球派
202607104860,投手,一発・軽い球と球速・総変化量,クイックB、ケガしにくさE、スロースターター、ノビE、回復D、奪三振、対ピンチC、対左打者A、打たれ強さE、投打躍動、軽い球、送球D,助っ人外国人用,技巧派
202607104862,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビC、回復C、対ピンチF、対左打者C、打たれ強さC、軽い球、送球E,助っ人外国人用,本格派
202607104878,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさD、テンポ○、ナチュラルシュート、ノビD、乱調、回復E、国際大会×、奪三振、対ピンチE、対ランナー×、対左打者D、打たれ強さD、牽制○、送球E,助っ人外国人用,変化球派
202607104881,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさE、ノビC、ボール先行、一発、回復B、対ピンチF、対左打者E、打たれ強さC、送球D、闘志,助っ人外国人用,速球派
202607104890,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビC、ポーカーフェイス、四球、回復D、変化球中心、対ピンチE、対左打者A、打たれ強さC、投手調子安定、投打躍動、送球D,助っ人外国人用,本格派
202607104893,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビD、乱調、回復E、対ピンチF、対左打者G、打たれ強さD、投手存在感、軽い球、送球D,助っ人外国人用,変化球派
202607104893,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビD、乱調、回復E、対ピンチF、対左打者G、打たれ強さD、投手存在感、軽い球、送球D,助っ人外国人用,変化球派
202607104901,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、テンポ○、ノビD、乱調、低め○、四球、回復D、対ピンチC、対左打者C、打たれ強さD、緊急登板○、送球D,助っ人外国人用,技巧派
202607104904,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、テンポ○、ノビD、ムード×、回復B、対ピンチB、対左打者B、打たれ強さD、軽い球、送球C,助っ人外国人用,技巧派
202607104918,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ストライク先行、ノビD、回復D、対ピンチC、対左打者D、打たれ強さD、抜け球、送球D,助っ人外国人用,本格派
202607104919,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさE、ノビC、乱調、回復F、対ピンチF、対左打者D、打たれ強さC、荒れ球、軽い球、送球D,助っ人外国人用,速球派
202607104923,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、ノビD、乱調、人気者、回復F、対ピンチA、対左打者C、尻上がり、打たれ強さD、球持ち○、真っスラ、負け運、送球D、速球中心,助っ人外国人用,技巧派
202607104938,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、ノビC、乱調、全開、回復D、安全圏○、対ピンチE、対ランナー、対左打者D、打たれ強さE、負け運、送球D,助っ人外国人用,速球派
202607104939,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ノビD、四球、回またぎ○、回復D、変化球中心、安全圏○、対ピンチD、対左打者D、打たれ強さC、送球D,助っ人外国人用,スタミナ型
202607104940,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさD、ジャイロボール、スロースターター、ノビB、一発、乱調、回復D、国際大会×、対ピンチD、対左打者D、打たれ強さD、投球位置右、送球A,助っ人外国人用,速球派
202607104942,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさC、ノビC、一発、乱調、回復D、対ピンチF、対左打者D、打たれ強さB、投球位置左、短気、送球D、速球中心,助っ人外国人用,本格派
202607104942,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさC、ノビC、一発、乱調、回復D、対ピンチF、対左打者D、打たれ強さB、投球位置左、短気、送球D、速球中心,助っ人外国人用,本格派
202607104945,投手,一発・軽い球と球速・総変化量,クイックB、ケガしにくさD、スロースターター、ノビD、ボール先行、一発、回復E、奪三振、対ピンチB、対左打者B、打たれ強さD、火消し、送球E、速球中心,助っ人外国人用,技巧派
202607104952,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビD、ムード×、乱調、回復B、国際大会○、安全圏○、対ピンチD、対左打者D、打たれ強さC、投手調子極端、立ち上がり○、軽い球、送球E、逃げ球,助っ人外国人用,スタミナ型
202607104954,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ジャイロボール、ノビD、一発、回復D、国際大会×、変化球中心、対ピンチD、対左打者D、打たれ強さD、投手調子極端、送球E,助っ人外国人用,速球派
202607104955,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ジャイロボール、ノビB、ボール先行、全開、回復E、対ピンチD、対左打者D、打たれ強さB、投打躍動、抜け球、送球C,助っ人外国人用,速球派
202607104971,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさE、ノビD、四球、回復D、対ピンチC、対左打者C、打たれ強さC、送球B,助っ人外国人用,技巧派
202607104975,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさD、ノビC、一発、回復D、対ピンチB、対左打者D、打たれ強さC、球持ち○、送球B,助っ人外国人用,速球派
202607104979,投手,四球・抜け球・乱調と低コントロール,クイックE、ケガしにくさD、ノビE、四球、回復D、対ピンチC、対左打者C、打たれ強さD、打球反応○、送球D、速球中心,助っ人外国人用,技巧派
202607104982,投手,四球・抜け球・乱調と低コントロール,クイックB、ケガしにくさC、ノビE、乱調、回復C、対ピンチA、対左打者E、打たれ強さD、負け運、送球D,助っ人外国人用,本格派
202607104985,投手,一発・軽い球と球速・総変化量,クイックE、ケガしにくさD、ノビE、リリース○、回復D、対ピンチF、対左打者G、打たれ強さE、軽い球、送球D,助っ人外国人用,変化球派
202607104987,投手,一発・軽い球と球速・総変化量,クイックD、ケガしにくさB、ストライク先行、ノビC、内角攻め、回復D、対ピンチB、対左打者C、打たれ強さF、軽い球、送球D、速球中心,助っ人外国人用,技巧派
202607104991,投手,四球・抜け球・乱調と低コントロール,クイックD、ケガしにくさD、ストライク先行、ノビB、回復C、変化球中心、対ピンチF、対左打者B、打たれ強さD、投手調子極端、抜け球、火消し、送球D,助っ人外国人用,速球派
202607104996,投手,四球・抜け球・乱調と低コントロール,クイックC、ケガしにくさF、テンポ○、ノビD、四球、回復F、対ピンチC、対左打者D、打たれ強さF、送球C,助っ人外国人用,変化球派
202607105001,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスE、バント○、ホーム突入、ミート多用、リベンジ、回復C、対左投手C、盗塁B、走塁C、送球D,架空球団用,巧打型
202607105007,野手,パワーヒッター系とパワー,ケガしにくさE、チャンスD、パワーヒッター、プルヒッター、代打○、回復E、対左投手C、流し打ち、盗塁D、走塁D、送球B,架空球団用,巧打型
202607105009,野手,パワーヒッター系とパワー,ケガしにくさE、チャンスD、パワーヒッター、回復C、対左投手F、盗塁E、走塁B、送球D,架空球団用,強肩型
202607105032,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスD、初球○、回復D、守備職人、対左投手E、決勝打、盗塁C、積極守備、走塁C、送球D,架空球団用,巧打型
202607105032,野手,守備系特殊能力と守備力・捕球・肩力,エラー、ケガしにくさD、チャンスD、初球○、回復D、守備職人、対左投手E、決勝打、盗塁C、積極守備、走塁C、送球D,架空球団用,巧打型
202607105034,野手,盗塁・走塁系と走力,ケガしにくさG、チャンスB、プレッシャーラン、回復D、対ストレート○、対左投手D、盗塁D、走塁A、送球D,架空球団用,巧打型
202607105037,野手,エラーと低守備力・低捕球,エラー、キャッチャーD、ケガしにくさD、チャンスD、フレーミング○、三振、回復D、対変化球○、対左投手D、盗塁B、走塁B、送球A,架空球団用,守備職人
202607105037,野手,盗塁・走塁系と走力,エラー、キャッチャーD、ケガしにくさD、チャンスD、フレーミング○、三振、回復D、対変化球○、対左投手D、盗塁B、走塁B、送球A,架空球団用,守備職人
202607105057,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスD、チームプレイ○、三振、回復D、対左投手E、盗塁D、窮地○、走塁D、送球D,架空球団用,巧打型
202607105062,野手,盗塁・走塁系と走力,ケガしにくさF、サヨナラ男、チャンスD、回復D、対左投手D、盗塁D、走塁B、送球B,架空球団用,長距離砲
202607105070,野手,エラーと低守備力・低捕球,エラー、ケガしにくさC、チャンスC、回復D、国際大会○、対左投手D、盗塁E、走塁E、送球F,架空球団用,バランス型
202607105077,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスD、バント○、回復D、対左投手D、帳尻合わせ、広角打法、流し打ち、盗塁C、走塁C、送球B,架空球団用,守備職人
202607105084,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスD、ホーム突入、回復D、対エース○、対左投手C、盗塁D、走塁D、送球D,架空球団用,巧打型
202607105087,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスF、ハイボールヒッター、回復F、対左投手D、盗塁C、走塁A、送球D,架空球団用,バランス型
202607105108,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスC、マルチ弾、回復D、対左投手D、盗塁B、走塁D、送球D、逆境○,架空球団用,長距離砲
202607105112,野手,エラーと低守備力・低捕球,エラー、ケガしにくさD、チャンスD、回復F、対左投手E、帳尻合わせ、盗塁C、走塁C、送球D,架空球団用,巧打型
202607105118,野手,併殺と低走力,ケガしにくさC、チャンスE、フル出場、リベンジ、併殺、回復B、対左投手D、盗塁C、走塁A、送球D、野手存在感,架空球団用,バランス型
202607105125,野手,アベレージヒッター系とミート,アベレージヒッター、カット打ち、キャッチャーE、ケガしにくさG、チャンスD、フレーミング○、回復C、対左投手D、広角打法、盗塁D、走塁D、送球E,架空球団用,巧打型
202607105126,野手,盗塁・走塁系と走力,ケガしにくさC、チャンスD、フル出場、プレッシャーラン、ホーム突入、回復D、対変化球○、対左投手D、盗塁B、走塁D、送球C,架空球団用,守備職人
202607105136,野手,併殺と低走力,ケガしにくさE、チャンスD、プレッシャーラン、併殺、回復E、対左投手E、盗塁C、積極盗塁、走塁D、送球B,架空球団用,守備職人
202607105144,野手,パワーヒッター系とパワー,ケガしにくさF、チャンスF、パワーヒッター、ホーム突入、内野安打○、回復E、国際大会×、対エース○、対左投手D、盗塁E、走塁B、送球C、野手存在感,架空球団用,巧打型
202607105144,野手,盗塁・走塁系と走力,ケガしにくさF、チャンスF、パワーヒッター、ホーム突入、内野安打○、回復E、国際大会×、対エース○、対左投手D、盗塁E、走塁B、送球C、野手存在感,架空球団用,巧打型
202607105147,野手,盗塁・走塁系と走力,ケガしにくさD、ダメ押し、チャンスD、ローボールヒッター、回復C、対左投手D、盗塁A、積極守備、積極打法、走塁D、送球C,架空球団用,守備職人
202607105153,野手,盗塁・走塁系と走力,エラー、ケガしにくさA、チャンスB、プレッシャーラン、内野安打○、回復D、対左投手D、決勝打、盗塁B、走塁E、送球D,架空球団用,長距離砲
202607105154,野手,三振と低ミート,キャッチャーF、ケガしにくさD、チャンスD、ハイボールヒッター、三振、回復D、対左投手D、盗塁C、走塁D、送球G、逆境○、選球眼,架空球団用,巧打型
202607105155,野手,三振と低ミート,ケガしにくさD、チャンスD、ハイボールヒッター、三振、回復D、対エース○、対左投手D、盗塁C、走塁A、送球E,架空球団用,俊足型
202607105172,野手,エラーと低守備力・低捕球,エラー、ケガしにくさE、チャンスC、代打○、回復G、対左投手F、盗塁A、走塁B、送球D,架空球団用,俊足型
202607105174,野手,盗塁・走塁系と走力,ケガしにくさD、ダメ押し、チャンスC、チャンスメーカー、回復B、対左投手E、慎重打法、慎重盗塁、流し打ち、盗塁B、走塁C、送球F,架空球団用,巧打型
202607105175,野手,併殺と低走力,ケガしにくさA、チャンスD、ムード○、三振、併殺、回復E、対左投手B、盗塁B、走塁C、送球C,架空球団用,俊足型
202607105177,野手,エラーと低守備力・低捕球,エラー、ケガしにくさC、チャンスE、パワーヒッター、回復E、対左投手D、帳尻合わせ、盗塁D、積極走塁、走塁G、送球D、野手調子極端,架空球団用,長距離砲
202607105194,野手,エラーと低守備力・低捕球,エラー、ケガしにくさE、チャンスD、バント○、フル出場、ローボールヒッター、三振、回復C、対左投手D、盗塁E、積極打法、走塁D、送球D,架空球団用,バランス型
202607105201,野手,盗塁・走塁系と走力,キャッチャーD、ケガしにくさD、ダメ押し、チャンスD、ブロッキング、プレッシャーラン、回復C、対左投手E、流し打ち、盗塁B、走塁D、送球C、野手調子極端,架空球団用,強肩型
202607105205,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさD、チャンスE、ハイボールヒッター、三振、回復D、対ストレート○、対左投手C、盗塁E、走塁D、送球D,架空球団用,巧打型
202607105206,野手,アベレージヒッター系とミート,アベレージヒッター、ケガしにくさF、チャンスD、回復F、対左投手C、盗塁D、走塁D、送球D,架空球団用,巧打型
202607105209,野手,盗塁・走塁系と走力,カット打ち、ケガしにくさD、チャンスD、併殺、回復D、対左投手E、盗塁D、走塁B、送球D,架空球団用,バランス型
202607105211,野手,盗塁・走塁系と走力,キャッチャーB、ケガしにくさD、チャンスD、チャンスメーカー、回復D、対左投手D、悪球打ち、盗塁C、積極盗塁、走塁B、送球D、逆境○、高速チャージ,架空球団用,バランス型
202607105217,野手,守備系特殊能力と守備力・捕球・肩力,カット打ち、ケガしにくさD、チャンスG、レーザービーム、回復D、対左投手B、流し打ち、盗塁F、走塁G、送球E,架空球団用,長距離砲
202607105219,野手,盗塁・走塁系と走力,キャッチャーD、ケガしにくさF、チャンスE、三振、回復B、対左投手C、盗塁D、走塁B、送球D,架空球団用,強肩型
202607105220,野手,三振と低ミート,ケガしにくさD、チャンスF、ヘッドスライディング、三振、回復G、対左投手E、盗塁D、積極守備、積極走塁、走塁C、送球D,架空球団用,巧打型
202607105221,野手,盗塁・走塁系と走力,ケガしにくさD、チャンスD、フル出場、人気者、回復D、対左投手D、盗塁D、粘り打ち、走塁B、送球D,架空球団用,バランス型
202607105225,野手,盗塁・走塁系と走力,キャッチャーD、ケガしにくさD、チャンスD、代打○、併殺、回復C、対左投手D、盗塁G、粘り打ち、走塁B、送球D,架空球団用,巧打型
202607105227,野手,盗塁・走塁系と走力,いぶし銀、キャッチャーD、ケガしにくさD、チャンスE、回復D、対ストレート○、対左投手D、盗塁D、走塁B、送球D,架空球団用,長距離砲
202607105243,野手,盗塁・走塁系と走力,エラー、ケガしにくさD、チャンスE、代打○、回復C、対左投手C、盗塁E、窮地○、走塁B、送球D、野手調子安定,架空球団用,バランス型
202607105264,野手,盗塁・走塁系と走力,キャッチャーD、ケガしにくさD、チャンスD、回復D、対左投手D、強振多用、盗塁E、走塁A、送球C,架空球団用,長距離砲
202607105270,野手,守備系特殊能力と守備力・捕球・肩力,ケガしにくさE、チャンスD、ハイボールヒッター、レーザービーム、回復F、対左投手E、決勝打、盗塁C、走塁D、送球B、野手調子安定,架空球団用,俊足型
202607105273,野手,併殺と低走力,ケガしにくさE、チャンスD、プルヒッター、併殺、初球○、回復D、対左投手D、盗塁E、走塁B、送球E,架空球団用,長距離砲
202607105273,野手,盗塁・走塁系と走力,ケガしにくさE、チャンスD、プルヒッター、併殺、初球○、回復D、対左投手D、盗塁E、走塁B、送球E,架空球団用,長距離砲
202607105303,野手,併殺と低走力,ケガしにくさD、チャンスE、併殺、回復D、対左投手C、盗塁F、走塁D、送球D,架空球団用,バランス型
202607105306,野手,併殺と低走力,ケガしにくさC、チャンスD、チームプレイ×、併殺、回復D、対左投手D、満塁男、盗塁E、粘り打ち、走塁E、送球B,架空球団用,巧打型
202607105310,野手,エラーと低守備力・低捕球,かく乱、インコースヒッター、エラー、ケガしにくさE、チャンスD、バント○、回復D、対左投手D、満塁男、盗塁C、走塁A、送球D、選球眼,架空球団用,バランス型
202607105321,野手,盗塁・走塁系と走力,ケガしにくさF、サヨナラ男、チャンスC、ハイボールヒッター、プルヒッター、三振、回復F、対左投手D、盗塁E、走塁B、送球D,架空球団用,バランス型
202607105330,野手,パワーヒッター系とパワー,ケガしにくさD、チャンスC、パワーヒッター、プレッシャーラン、回復D、守備職人、対左投手D、盗塁G、走塁D、送球C、逆境○,架空球団用,守備職人
202607105366,野手,併殺と低走力,ケガしにくさD、チャンスD、ハイボールヒッター、ラインドライブ、併殺、回復D、対エース○、対変化球○、対左投手C、意外性、慎重打法、盗塁B、積極守備、走塁B、送球C,架空球団用,俊足型
202607105369,野手,エラーと低守備力・低捕球,エラー、ケガしにくさF、チャンスG、三振、回復E、対左投手D、盗塁D、積極守備、走塁E、送球B,架空球団用,守備職人
202607105373,野手,アベレージヒッター系とミート,いぶし銀、アベレージヒッター、ケガしにくさD、チャンスD、レーザービーム、ローボールヒッター、回復D、対左投手E、盗塁E、積極打法、走塁C、送球E,架空球団用,バランス型
