source,team,name,direction_code,direction,slot,pitch_type,movement,source_class,status
fighters.zip:パワフルプロ野球2026-2027｜北海道日本ハムファイターズ｜デフォルト選手データ.html,北海道日本ハムファイターズ,堀,1,スライダー方向,2,カットボール,2,v132,ok
fighters.zip:パワフルプロ野球2026-2027｜北海道日本ハムファイターズ｜デフォルト選手データ.html,北海道日本ハムファイターズ,堀,4,シンカー方向,1,シンキングスプリット,1,v41,ok
fighters.zip:パワフルプロ野球2026-2027｜北海道日本ハムファイターズ｜デフォルト選手データ.html,北海道日本ハムファイターズ,古 川,2,カーブ方向,1,シンカー,3,v23,ok
fighters.zip:パワフルプロ野球2026-2027｜北海道日本ハムファイターズ｜デフォルト選手データ.html,北海道日本ハムファイターズ,古 川,5,シュート方向,1,カットボール,1,v51,ok
fighters.zip:パワフルプロ野球2026-2027｜北海道日本ハムファイターズ｜デフォルト選手データ.html,北海道日本ハムファイターズ,古 川,4,シンカー方向,1,カーブ,1,v41,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,竹 丸,1,スライダー方向,1,スライダー,2,v12,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,竹 丸,3,フォーク方向,1,スライダー,5,v35,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,ハワード,3,フォーク方向,1,チェンジアップ,3,v33,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,ハワード,5,シュート方向,1,スライダー,2,v52,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,ハワード,4,シンカー方向,1,ナックルカーブ,3,v43,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,井 上,1,スライダー方向,1,カットボール,4,v14,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,井 上,3,フォーク方向,1,カットボール,4,v34,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,戸 郷,3,フォーク方向,1,フォーク,5,v352,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,戸 郷,3,フォーク方向,2,ドロップカーブ,2,v352,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,戸 郷,4,シンカー方向,1,ドロップカーブ,1,v41,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,則 本,3,フォーク方向,1,スライダー,3,v33,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,則 本,5,シュート方向,1,スライダー,4,v54,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,則 本,4,シンカー方向,1,ナックルカーブ,1,v41,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,田中将,3,フォーク方向,1,ツーシーム,2,v32,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,田中将,4,シンカー方向,1,スラーブ,4,v44,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,田中瑛,1,スライダー方向,1,シュート,4,v14,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,田中瑛,5,シュート方向,1,スライダー,4,v54,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,田中瑛,4,シンカー方向,1,ドロップカーブ,1,v41,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,泉,2,カーブ方向,1,シンキングスプリット,4,v24,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,泉,3,フォーク方向,1,スライダー,2,v32,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,泉,5,シュート方向,1,カットボール,1,v51,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,船 迫,2,カーブ方向,1,シンカー,1,v21,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,船 迫,5,シュート方向,1,スライダー,4,v54,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,船 迫,4,シンカー方向,1,カーブ,1,v41,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,北 浦,2,カーブ方向,1,スラーブ,3,v23,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,北 浦,3,フォーク方向,1,フォーク,3,v33,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,中 川,2,カーブ方向,1,スラーブ,3,v23,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,中 川,4,シンカー方向,1,シンキングスプリット,4,v44,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,大 勢,3,フォーク方向,1,フォーク,5,v35,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,大 勢,5,シュート方向,1,スライダー,5,v55,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,R．マルティネス,2,カーブ方向,1,サークルチェンジ,2,v22,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,R．マルティネス,3,フォーク方向,1,サークルチェンジ,6,v363,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,R．マルティネス,3,フォーク方向,2,スライダー,3,v363,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,石 川,1,スライダー方向,1,スライダー,3,v13,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,石 川,3,フォーク方向,1,スライダー,4,v34,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,石 川,4,シンカー方向,1,スクリュー,2,v42,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,山崎伊,1,スライダー方向,1,シュート,2,v12,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,山崎伊,3,フォーク方向,1,シュート,4,v34,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,山崎伊,5,シュート方向,1,カットボール,4,v54,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,赤 星,3,フォーク方向,1,カットボール,4,v34,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,赤 星,5,シュート方向,1,カットボール,2,v52,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,赤 星,4,シンカー方向,1,カーブ,2,v42,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,堀 田,2,カーブ方向,1,サークルチェンジ,3,v23,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,堀 田,5,シュート方向,1,スライダー,1,v51,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,堀 田,4,シンカー方向,1,ドロップカーブ,2,v42,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,高 梨,1,スライダー方向,1,スライダー,6,v16,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,高 梨,5,シュート方向,1,シュート,2,v52,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,横 川,1,スライダー方向,1,カットボール,3,v13,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,横 川,2,カーブ方向,1,スラーブ,1,v21,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,横 川,3,フォーク方向,1,カットボール,4,v34,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,西 舘,3,フォーク方向,1,スライダー,3,v33,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,西 舘,5,シュート方向,1,カットボール,3,v53,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,西 舘,4,シンカー方向,1,ドロップカーブ,1,v41,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,森 田,1,スライダー方向,1,スライダー,3,v13,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,森 田,3,フォーク方向,1,スライダー,3,v33,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,又 木,2,カーブ方向,1,カーブ,2,v221,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,又 木,2,カーブ方向,2,unknown,1,v221,unknown
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,又 木,4,シンカー方向,1,サークルチェンジ,2,v42,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,山 田,1,スライダー方向,1,スライダー,2,v12,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,山 田,3,フォーク方向,1,スライダー,4,v34,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,松 浦,1,スライダー方向,1,カットボール,2,v121,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,松 浦,1,スライダー方向,2,スライダー,1,v121,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,松 浦,3,フォーク方向,1,カットボール,1,v31,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,ウィットリー,5,シュート方向,1,スライダー,3,v53,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,ウィットリー,4,シンカー方向,1,ナックルカーブ,4,v44,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,ルシアーノ,2,カーブ方向,1,シンキングスプリット,2,v221,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,ルシアーノ,2,カーブ方向,2,ファストチェンジ,1,v221,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,ルシアーノ,3,フォーク方向,1,スライダー,3,v33,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,平 内,3,フォーク方向,1,フォーク,4,v34,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,平 内,5,シュート方向,1,カットボール,1,v51,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,平 内,4,シンカー方向,1,ドロップカーブ,2,v42,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,宮 原,1,スライダー方向,1,カットボール,3,v132,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,宮 原,1,スライダー方向,2,スライダー,2,v132,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,宮 原,3,フォーク方向,1,カットボール,1,v31,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,山 城,2,カーブ方向,1,スローカーブ,3,v231,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,山 城,2,カーブ方向,2,unknown,1,v231,unknown
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,山 城,4,シンカー方向,1,サークルチェンジ,2,v42,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,マ タ,5,シュート方向,1,スライダー,3,v53,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,マ タ,4,シンカー方向,1,スラーブ,3,v43,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,バルドナード,2,カーブ方向,1,スラーブ,5,v25,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,バルドナード,4,シンカー方向,1,サークルチェンジ,3,v43,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,田 和,2,カーブ方向,1,シンカー,4,v24,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,田 和,5,シュート方向,1,カットボール,1,v51,ok
giants.zip:パワフルプロ野球2026-2027｜読売ジャイアンツ｜デフォルト選手データ.html,読売ジャイアンツ,田 和,4,シンカー方向,1,スラーブ,3,v43,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,村 上,3,フォーク方向,1,フォーク,4,v34,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,村 上,5,シュート方向,1,カットボール,2,v52,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,村 上,4,シンカー方向,1,スローカーブ,2,v42,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,大 竹,1,スライダー方向,1,カットボール,1,v11,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,大 竹,3,フォーク方向,1,カットボール,4,v34,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,大 竹,5,シュート方向,1,シンキングツーシーム,1,v51,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,髙 橋,1,スライダー方向,1,カットボール,2,v12,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,髙 橋,2,カーブ方向,1,スラーブ,4,v24,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,髙 橋,4,シンカー方向,1,シンキングスプリット,3,v43,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,才 木,3,フォーク方向,1,フォーク,5,v35,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,才 木,5,シュート方向,1,スライダー,3,v53,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,才 木,4,シンカー方向,1,スローカーブ,1,v41,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ルーカス,1,スライダー方向,1,カットボール,2,v12,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ルーカス,2,カーブ方向,1,スラーブ,3,v23,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ルーカス,4,シンカー方向,1,スクリュー,1,v41,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊 原,1,スライダー方向,1,カットボール,3,v133,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊 原,1,スライダー方向,2,スライダー,3,v133,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊 原,3,フォーク方向,1,カットボール,2,v32,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,早 川,2,カーブ方向,1,シンキングスプリット,3,v23,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,早 川,3,フォーク方向,1,チェンジアップ,1,v31,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,早 川,5,シュート方向,1,スライダー,2,v52,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ドリス,3,フォーク方向,1,ツーシーム,6,v36,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ドリス,5,シュート方向,1,スライダー,2,v52,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,湯 浅,3,フォーク方向,1,スライダー,4,v343,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,湯 浅,3,フォーク方向,2,カットボール,3,v343,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,湯 浅,5,シュート方向,1,カットボール,3,v53,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,桐 敷,2,カーブ方向,1,スラーブ,4,v24,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,桐 敷,3,フォーク方向,1,ツーシーム,3,v33,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,及 川,1,スライダー方向,1,カットボール,3,v13,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,及 川,2,カーブ方向,1,スラーブ,5,v25,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,及 川,5,シュート方向,1,シンキングツーシーム,2,v52,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,モレッタ,3,フォーク方向,1,スライダー,4,v34,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,モレッタ,4,シンカー方向,1,スラーブ,4,v44,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 崎,1,スライダー方向,1,カットボール,1,v11,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 崎,2,カーブ方向,1,スラーブ,3,v23,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 崎,4,シンカー方向,1,サークルチェンジ,4,v44,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊藤将,1,スライダー方向,1,カットボール,3,v13,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊藤将,4,シンカー方向,1,サークルチェンジ,3,v43,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,門 別,2,カーブ方向,1,カーブ,3,v231,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,門 別,2,カーブ方向,2,unknown,1,v231,unknown
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,門 別,3,フォーク方向,1,カーブ,3,v33,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 貞,2,カーブ方向,1,スラーブ,4,v24,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 貞,3,フォーク方向,1,フォーク,1,v31,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 貞,4,シンカー方向,1,サークルチェンジ,2,v42,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,工 藤,3,フォーク方向,1,フォーク,3,v332,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,工 藤,3,フォーク方向,2,カットボール,2,v332,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,工 藤,5,シュート方向,1,カットボール,1,v51,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,石 井,2,カーブ方向,1,シンカー,3,v23,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,石 井,3,フォーク方向,1,シンカー,4,v343,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,石 井,3,フォーク方向,2,フォーク,3,v343,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,西,1,スライダー方向,1,シュート,2,v12,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,西,2,カーブ方向,1,サークルチェンジ,2,v22,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,西,5,シュート方向,1,スライダー,2,v52,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,西,4,シンカー方向,1,カーブ,1,v41,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,畠,3,フォーク方向,1,チェンジアップ,1,v31,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,畠,5,シュート方向,1,スライダー,4,v543,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,畠,5,シュート方向,2,カットボール,3,v543,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,富 田,1,スライダー方向,1,カットボール,3,v13,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,富 田,2,カーブ方向,1,ナックルカーブ,2,v22,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,富 田,3,フォーク方向,1,カットボール,2,v32,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,能 登,3,フォーク方向,1,チェンジアップ,3,v33,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,能 登,4,シンカー方向,1,ドロップカーブ,3,v43,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,今朝丸,3,フォーク方向,1,フォーク,2,v32,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,今朝丸,5,シュート方向,1,スライダー,2,v52,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,今朝丸,4,シンカー方向,1,スラーブ,1,v41,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,茨 木,2,カーブ方向,1,サークルチェンジ,3,v23,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,茨 木,5,シュート方向,1,スライダー,2,v52,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,茨 木,4,シンカー方向,1,カーブ,1,v41,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,下 村,3,フォーク方向,1,カットボール,2,v32,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,下 村,5,シュート方向,1,カットボール,3,v53,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,下 村,4,シンカー方向,1,スローカーブ,1,v41,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,津 田,3,フォーク方向,1,フォーク,2,v32,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,津 田,5,シュート方向,1,カットボール,2,v52,ok
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,津 田,4,シンカー方向,1,スローカーブ,1,v41,ok
