source,team,name,throws_bats,source_direction_code,logical_direction_code,direction_code,direction,slot,raw_pitch_type,pitch_type,canonical_pitch_type,movement,source_class,status,kind,raw_text,normalized_text,raw_neighbor_text,detail
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,才 木,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,3,v53,ok,breaking,スライダー /,スライダー /,"""a"">86 ストレート / / / フォーク スライダー / / スローカーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,才 木,右投右打,4,2,2,カーブ方向,1,スローカーブ,スローカーブ,スローカーブ,1,v41,ok,breaking,/ スローカーブ /,/ スローカーブ /,"""> ストレート / / / フォーク スライダー / / スローカーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ルーカス,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,2,v12,ok,breaking,カットボール /,カットボール /,156 42 56 ストレート カットボール / / スラーブ / / / スクリュー /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ルーカス,左投左打,2,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,3,v23,ok,breaking,/ スラーブ /,/ スラーブ /,/b> 156 42 56 ストレート カットボール / / スラーブ / / / スクリュー /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ルーカス,左投左打,4,4,4,シンカー方向,1,スクリュー,スクリュー,シンカー,1,v41,ok,breaking,/ スクリュー /,/ スクリュー /,> ストレート カットボール / / スラーブ / / / スクリュー /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊 原,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v133,ok,breaking,カットボール スライダー,カットボール スライダー,147 62 58 ストレート カットボール / スライダー / / ＳＦＦ / / /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊 原,左投左打,1,1,1,スライダー方向,2,スライダー,スライダー,スライダー,3,v133,ok,breaking,カットボール スライダー,カットボール スライダー,147 62 58 ストレート カットボール / スライダー / / ＳＦＦ / / /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊 原,左投左打,3,3,3,フォーク方向,1,SFF,SFF,SFF,2,v32,ok,breaking,,,"3 w""> 58 ストレート カットボール / スライダー / / ＳＦＦ / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,早 川,右投右打,2,4,4,シンカー方向,1,シンキングスプリット,シンキングスプリット,シンキングスプリット,3,v23,ok,breaking,/ シンキングスプリット /,/ シンキングスプリット /,"class=""c1 w""> 151 50 51 ストレート / / シンキングスプリット / チェンジアップ スライダー / / /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,早 川,右投右打,3,3,3,フォーク方向,1,チェンジアップ,チェンジアップ,チェンジアップ,1,v31,ok,breaking,,,"w""> 51 ストレート / / シンキングスプリット / チェンジアップ スライダー / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,早 川,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,2,v52,ok,breaking,スライダー /,スライダー /,"l w""> ストレート / / シンキングスプリット / チェンジアップ スライダー / / /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ドリス,右投右打,3,3,3,フォーク方向,1,SFF,SFF,SFF,6,v36,ok,breaking,,,""">47 42 ストレート / / / ＳＦＦ ツーシームファスト スライダー / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ドリス,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,2,v52,ok,breaking,スライダー /,スライダー /,> ストレート / / / ＳＦＦ ツーシームファスト スライダー / / /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ドリス,右投右打,,,,ストレート系第二種,,ツーシームファスト,ツーシームファスト,ツーシームファスト,0,,second_fastball,second_fastball,154 47 42 ストレート / / / ＳＦＦ ツーシームファスト スライダー / / /,154 47 42 ストレート / / / SFF ツーシームファスト スライダー / / /,154 47 42 ストレート / / / ＳＦＦ ツーシームファスト スライダー / / /,投手能力ブロック全体から検出
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,湯 浅,右投右打,3,3,3,フォーク方向,1,Vスライダー,Vスライダー,Vスライダー,4,v343,ok,breaking,,,40 44 ストレート / / / Ｖスライダー カットボール / / / フォーク,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,湯 浅,右投右打,3,3,3,フォーク方向,2,フォーク,フォーク,フォーク,3,v343,ok,breaking,,,40 44 ストレート / / / Ｖスライダー カットボール / / / フォーク,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,湯 浅,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v53,ok,breaking,カットボール /,カットボール /,>44 ストレート / / / Ｖスライダー カットボール / / / フォーク,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,桐 敷,左投左打,2,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,4,v24,ok,breaking,/ スラーブ /,/ スラーブ /,"class=""c1 w""> 151 63 52 ストレート / / スラーブ / ＳＦＦ ツーシームファスト / / /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,桐 敷,左投左打,3,3,3,フォーク方向,1,SFF,SFF,SFF,3,v33,ok,breaking,,,"lass=""c3 w""> 52 ストレート / / スラーブ / ＳＦＦ ツーシームファスト / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,桐 敷,左投左打,,,,ストレート系第二種,,ツーシームファスト,ツーシームファスト,ツーシームファスト,0,,second_fastball,second_fastball,151 63 52 ストレート / / スラーブ / ＳＦＦ ツーシームファスト / / /,151 63 52 ストレート / / スラーブ / SFF ツーシームファスト / / /,151 63 52 ストレート / / スラーブ / ＳＦＦ ツーシームファスト / / /,投手能力ブロック全体から検出
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,及 川,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v13,ok,breaking,カットボール /,カットボール /,151 51 48 ストレート カットボール / / スラーブ / シンキングツーシーム / / <b,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,及 川,左投左打,2,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,5,v25,ok,breaking,/ スラーブ /,/ スラーブ /,/b> 151 51 48 ストレート カットボール / / スラーブ / シンキングツーシーム / / /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,及 川,左投左打,5,5,5,シュート方向,1,シンキングツーシーム,シンキングツーシーム,シンキングツーシーム,2,v52,ok,breaking,シンキングツーシーム /,シンキングツーシーム /,"lass=""bl w""> ストレート カットボール / / スラーブ / シンキングツーシーム / / /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,モレッタ,右投右打,3,3,3,フォーク方向,1,Vスライダー,Vスライダー,Vスライダー,4,v34,ok,breaking,,,48 42 ストレート / / / Ｖスライダー / / スラーブ /,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,モレッタ,右投右打,4,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,4,v44,ok,breaking,/ スラーブ /,/ スラーブ /,> ストレート / / / Ｖスライダー / / スラーブ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 崎,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,1,v11,ok,breaking,カットボール /,カットボール /,147 67 49 ストレート カットボール / / スラーブ / / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 崎,左投左打,2,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,3,v23,ok,breaking,/ スラーブ /,/ スラーブ /,/b> 147 67 49 ストレート カットボール / / スラーブ / / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 崎,左投左打,4,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,4,v44,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,> ストレート カットボール / / スラーブ / / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊藤将,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v13,ok,breaking,カットボール /,カットボール /,146 71 72 ストレート カットボール / / / ツーシームファスト / / サークルチェンジ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊藤将,左投左打,4,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,3,v43,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,"""bl w""> ストレート カットボール / / / ツーシームファスト / / サークルチェンジ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,伊藤将,左投左打,,,,ストレート系第二種,,ツーシームファスト,ツーシームファスト,ツーシームファスト,0,,second_fastball,second_fastball,146 71 72 ストレート カットボール / / / ツーシームファスト / / サークルチェンジ /,146 71 72 ストレート カットボール / / / ツーシームファスト / / サークルチェンジ /,146 71 72 ストレート カットボール / / / ツーシームファスト / / サークルチェンジ /,投手能力ブロック全体から検出
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,門 別,左投左打,2,2,2,カーブ方向,1,カーブ,カーブ,カーブ,3,v231,ok,breaking,/ カーブ スラーブ,/ カーブ スラーブ,"class=""c1 w""> 150 55 52 ストレート / / カーブ / スラーブ フォーク / / /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,門 別,左投左打,2,2,2,カーブ方向,2,スラーブ,スラーブ,スラーブ,1,v231,ok,breaking,/ カーブ スラーブ,/ カーブ スラーブ,"class=""c1 w""> 150 55 52 ストレート / / カーブ / スラーブ フォーク / / /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,門 別,左投左打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,3,v33,ok,breaking,,,"=""c3 w""> 52 ストレート / / カーブ / スラーブ フォーク / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 貞,左投左打,2,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,4,v24,ok,breaking,/ スラーブ /,/ スラーブ /,"class=""c1 w""> 146 49 50 ストレート / / スラーブ / フォーク / / サークルチェンジ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 貞,左投左打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,1,v31,ok,breaking,,,"lass=""c3 w""> 50 ストレート / / スラーブ / フォーク / / サークルチェンジ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岩 貞,左投左打,4,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,2,v42,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,"w""> ストレート / / スラーブ / フォーク / / サークルチェンジ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,工 藤,右投左打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,3,v332,ok,breaking,,,""">35 47 ストレート / / / フォーク カットボール / / / Ｖスライダー",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,工 藤,右投左打,3,3,3,フォーク方向,2,Vスライダー,Vスライダー,Vスライダー,2,v332,ok,breaking,,,""">35 47 ストレート / / / フォーク カットボール / / / Ｖスライダー",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,工 藤,右投左打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,1,v51,ok,breaking,カットボール /,カットボール /,"e"">47 ストレート / / / フォーク カットボール / / / Ｖスライダー",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,石 井,右投右打,2,4,4,シンカー方向,1,Hシンカー,Hシンカー,Hシンカー,3,v23,ok,breaking,/ Ｈシンカー /,/ Hシンカー /,"class=""c1 w""> 153 62 48 ストレート / / Ｈシンカー / フォーク / / / Ｖスライダー",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,石 井,右投右打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,4,v343,ok,breaking,,,"ass=""c3 w""> 48 ストレート / / Ｈシンカー / フォーク / / / Ｖスライダー",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,石 井,右投右打,3,3,3,フォーク方向,2,Vスライダー,Vスライダー,Vスライダー,3,v343,ok,breaking,,,"ass=""c3 w""> 48 ストレート / / Ｈシンカー / フォーク / / / Ｖスライダー",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,西,右投右打,1,5,5,シュート方向,1,Hシュート,Hシュート,Hシュート,2,v12,ok,breaking,Ｈシュート /,Hシュート /,147 84 65 ストレート Ｈシュート / / サークルチェンジ / Ｈスライダー / / カーブ / <,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,西,右投右打,2,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,2,v22,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,147 84 65 ストレート Ｈシュート / / サークルチェンジ / Ｈスライダー / / カーブ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,西,右投右打,5,1,1,スライダー方向,1,Hスライダー,Hスライダー,Hスライダー,2,v52,ok,breaking,Ｈスライダー /,Hスライダー /,"s=""bl w""> ストレート Ｈシュート / / サークルチェンジ / Ｈスライダー / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,西,右投右打,4,2,2,カーブ方向,1,カーブ,カーブ,カーブ,1,v41,ok,breaking,/ カーブ /,/ カーブ /,ート Ｈシュート / / サークルチェンジ / Ｈスライダー / / カーブ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,畠,右投左打,3,3,3,フォーク方向,1,チェンジアップ,チェンジアップ,チェンジアップ,1,v31,ok,breaking,,,9 54 ストレート / / / チェンジアップ スライダー / カットボール / /,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,畠,右投左打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,4,v543,ok,breaking,スライダー カットボール,スライダー カットボール,>54 ストレート / / / チェンジアップ スライダー / カットボール / /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,畠,右投左打,5,1,1,スライダー方向,2,カットボール,カットボール,カットボール,3,v543,ok,breaking,スライダー カットボール,スライダー カットボール,>54 ストレート / / / チェンジアップ スライダー / カットボール / /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,富 田,左投左打,1,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v13,ok,breaking,カットボール /,カットボール /,143 60 51 ストレート カットボール / / ナックルカーブ / フォーク / / /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,富 田,左投左打,2,2,2,カーブ方向,1,ナックルカーブ,ナックルカーブ,ナックルカーブ,2,v22,ok,breaking,/ ナックルカーブ /,/ ナックルカーブ /,/b> 143 60 51 ストレート カットボール / / ナックルカーブ / フォーク / / /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,富 田,左投左打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,"class=""d"">51 ストレート カットボール / / ナックルカーブ / フォーク / / /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,能 登,右投右打,3,3,3,フォーク方向,1,チェンジアップ,チェンジアップ,チェンジアップ,3,v33,ok,breaking,,,2 53 ストレート / / / チェンジアップ / / ドロップカーブ /,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,能 登,右投右打,4,2,2,カーブ方向,1,ドロップカーブ,ドロップカーブ,ドロップカーブ,3,v43,ok,breaking,/ ドロップカーブ /,/ ドロップカーブ /,ストレート / / / チェンジアップ / / ドロップカーブ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,今朝丸,右投右打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,""">55 45 ストレート / / / フォーク スライダー / / スラーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,今朝丸,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,2,v52,ok,breaking,スライダー /,スライダー /,"""e"">45 ストレート / / / フォーク スライダー / / スラーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,今朝丸,右投右打,4,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,1,v41,ok,breaking,/ スラーブ /,/ スラーブ /,"""> ストレート / / / フォーク スライダー / / スラーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,茨 木,右投右打,2,4,4,シンカー方向,1,サークルチェンジ,サークルチェンジ,サークルチェンジ,3,v23,ok,breaking,/ サークルチェンジ /,/ サークルチェンジ /,"class=""c1 w""> 150 50 54 ストレート / / サークルチェンジ / スライダー / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,茨 木,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,2,v52,ok,breaking,スライダー /,スライダー /,54 ストレート / / サークルチェンジ / スライダー / / カーブ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,茨 木,右投右打,4,2,2,カーブ方向,1,カーブ,カーブ,カーブ,1,v41,ok,breaking,/ カーブ /,/ カーブ /,"class=""c1""> ストレート / / サークルチェンジ / スライダー / / カーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,下 村,右投右打,3,3,3,フォーク方向,1,SFF,SFF,SFF,2,v32,ok,breaking,,,"c"">63 54 ストレート / / / ＳＦＦ カットボール / / スローカーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,下 村,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,3,v53,ok,breaking,カットボール /,カットボール /,"=""d"">54 ストレート / / / ＳＦＦ カットボール / / スローカーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,下 村,右投右打,4,2,2,カーブ方向,1,スローカーブ,スローカーブ,スローカーブ,1,v41,ok,breaking,/ スローカーブ /,/ スローカーブ /,"""> ストレート / / / ＳＦＦ カットボール / / スローカーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,津 田,右投右打,3,3,3,フォーク方向,1,フォーク,フォーク,フォーク,2,v32,ok,breaking,,,""">49 57 ストレート / / / フォーク カットボール / / スローカーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,津 田,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,2,v52,ok,breaking,カットボール /,カットボール /,"""d"">57 ストレート / / / フォーク カットボール / / スローカーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,津 田,右投右打,4,2,2,カーブ方向,1,スローカーブ,スローカーブ,スローカーブ,1,v41,ok,breaking,/ スローカーブ /,/ スローカーブ /,> ストレート / / / フォーク カットボール / / スローカーブ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ラグズデール,右投右打,3,3,3,フォーク方向,1,SFF,SFF,SFF,1,v31,ok,breaking,,,"e"">42 57 ストレート / / / ＳＦＦ Ｈスライダー / / パワーカーブ /",raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ラグズデール,右投右打,5,1,1,スライダー方向,1,Hスライダー,Hスライダー,Hスライダー,1,v51,ok,breaking,Ｈスライダー /,Hスライダー /,"=""d"">57 ストレート / / / ＳＦＦ Ｈスライダー / / パワーカーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,ラグズデール,右投右打,4,2,2,カーブ方向,1,パワーカーブ,パワーカーブ,パワーカーブ,4,v44,ok,breaking,/ パワーカーブ /,/ パワーカーブ /,"""> ストレート / / / ＳＦＦ Ｈスライダー / / パワーカーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岡 留,右投右打,2,4,4,シンカー方向,1,Hシンカー,Hシンカー,Hシンカー,1,v21,ok,breaking,/ Ｈシンカー /,/ Hシンカー /,"class=""c1 w""> 150 41 47 ストレート / / Ｈシンカー / スライダー / / スラーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岡 留,右投右打,5,1,1,スライダー方向,1,スライダー,スライダー,スライダー,1,v51,ok,breaking,スライダー /,スライダー /,"e"">47 ストレート / / Ｈシンカー / スライダー / / スラーブ /",raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,岡 留,右投右打,4,2,2,カーブ方向,1,スラーブ,スラーブ,スラーブ,4,v44,ok,breaking,/ スラーブ /,/ スラーブ /,> ストレート / / Ｈシンカー / スライダー / / スラーブ /,raw_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,石 黒,右投右打,3,3,3,フォーク方向,1,Vスライダー,Vスライダー,Vスライダー,3,v33,ok,breaking,,,55 48 ストレート / / / Ｖスライダー カットボール / / /,raw_text/neighbor_textから投げ手補正後の方向一致候補を採用
hanshin.zip:パワフルプロ野球2026-2027｜阪神タイガース｜デフォルト選手データ.htm,阪神タイガース,石 黒,右投右打,5,1,1,スライダー方向,1,カットボール,カットボール,カットボール,2,v52,ok,breaking,カットボール /,カットボール /,""">48 ストレート / / / Ｖスライダー カットボール / / /",raw_textから投げ手補正後の方向一致候補を採用
